,#date,stato,#adm1+pcode,#adm1+name,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,#affected+infected+dead+total,casi_da_sospetto_diagnostico,casi_da_screening,#affected+infected+confirmed+total,tamponi,casi_testati,note,ingressi_terapia_intensiva,note_test,note_casi
840,2020-04-04T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,354,71,425,931,1356,55,65,119,153,,,1628,12837,,,,,
846,2020-04-04T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1236,193,1429,1677,3106,97,157,439,212,,,3757,44624,,,,,
849,2020-04-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,997,153,1150,2347,3497,-134,111,270,574,,,4341,14472,,,,,
857,2020-04-04T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1129,286,1415,3639,5054,145,172,310,307,,,5671,47886,,,,,
858,2020-04-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,167,44,211,716,927,7,31,242,41,,,1210,11809,,,,,
861,2020-04-05T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,347,67,414,1006,1420,64,75,125,158,,,1703,13598,,,,,
867,2020-04-05T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1235,197,1432,1754,3186,80,123,475,219,,,3880,44658,,,,,
870,2020-04-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,987,151,1138,2440,3578,81,123,287,599,,,4464,15252,,,,,
878,2020-04-05T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1111,276,1387,3798,5185,131,176,337,325,,,5847,51006,,,,,
879,2020-04-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,159,45,204,694,898,-29,29,298,43,,,1239,12448,,,,,
882,2020-04-06T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,340,66,406,1019,1425,5,18,127,169,,,1721,14198,,,,,
888,2020-04-06T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1235,197,1432,1868,3300,114,151,502,229,,,4031,47470,,,,,
891,2020-04-06T17:00:00,ITA,11,Marche,43.61675973,13.5188753,1001,140,1141,2565,3706,128,150,296,612,,,4614,15919,,,,,
899,2020-04-06T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1116,279,1395,3906,5301,116,154,350,350,,,6001,52849,,,,,
900,2020-04-06T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,159,46,205,667,872,-26,14,337,44,,,1253,12573,,,,,
903,2020-04-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,337,67,404,1087,1491,66,78,136,172,,,1799,14904,,,,,
909,2020-04-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1229,192,1421,1944,3365,65,118,546,238,,,4149,48874,,,,,
912,2020-04-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,962,139,1101,2637,3738,32,96,342,630,,,4710,16619,,,,,
920,2020-04-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1087,263,1350,4077,5427,126,172,377,369,,,6173,56651,,,,,
921,2020-04-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,157,41,198,648,846,-26,10,368,49,,,1263,13274,,,,,
924,2020-04-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,331,62,393,1141,1534,43,60,146,179,,,1859,15846,,,,,
930,2020-04-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1241,196,1437,2011,3448,83,117,574,244,,,4266,55113,,,,,
933,2020-04-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,974,133,1107,2455,3562,-176,149,645,652,,,4859,17532,,,,,
941,2020-04-08T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1066,260,1326,4231,5557,130,206,430,392,,,6379,60985,,,,,
942,2020-04-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,155,41,196,627,823,-23,26,416,50,,,1289,14105,,,,,
945,2020-04-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,306,57,363,1203,1566,32,72,171,194,,,1931,16847,,,,,
951,2020-04-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1244,198,1442,2090,3532,84,163,644,253,,,4429,58107,,,,,
954,2020-04-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,945,133,1078,2323,3401,-161,96,885,669,,,4955,18194,,,,,
962,2020-04-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1038,256,1294,4409,5703,146,173,441,408,,,6552,65461,,,,,
963,2020-04-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,154,38,192,600,792,-31,9,455,51,,,1298,15170,,,,,
966,2020-04-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,305,53,358,1277,1635,69,83,181,198,,,2014,18088,,,,,
972,2020-04-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1236,201,1437,2196,3633,101,154,687,263,,,4583,61769,,,,,
975,2020-04-10T17:00:00,ITA,11,Marche,43.61675973,13.5188753,925,127,1052,2264,3316,-85,129,1086,682,,,5084,18970,,,,,
983,2020-04-10T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1011,256,1267,4555,5822,119,175,451,454,,,6727,72001,,,,,
984,2020-04-10T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,146,39,185,567,752,-40,4,498,52,,,1302,16325,,,,,
987,2020-04-11T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,315,54,369,1355,1724,89,106,190,206,,,2120,19441,,,,,
993,2020-04-11T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1264,203,1467,2263,3730,97,140,720,273,,,4723,65241,,,,,
996,2020-04-11T17:00:00,ITA,11,Marche,43.61675973,13.5188753,960,118,1078,2153,3231,-85,127,1291,689,,,5211,20060,,,,,
1004,2020-04-11T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,997,237,1234,4758,5992,170,231,499,467,,,6958,75756,,,,,
1005,2020-04-11T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,137,39,176,547,723,-29,7,534,52,,,1309,17661,,,,,
1008,2020-04-12T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,346,54,400,1342,1742,18,40,206,212,,,2160,20594,,,,,
1014,2020-04-12T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1268,201,1469,2348,3817,87,122,749,279,,,4845,68954,,,,,
1017,2020-04-12T17:00:00,ITA,11,Marche,43.61675973,13.5188753,949,114,1063,2051,3114,-117,92,1489,700,,,5303,21057,,,,,
1025,2020-04-12T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,983,238,1221,4941,6162,170,277,578,495,,,7235,78640,,,,,
1026,2020-04-12T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,129,39,168,519,687,-36,10,580,52,,,1319,18672,,,,,
1029,2020-04-13T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,351,54,405,1373,1778,36,53,211,224,,,2213,20667,,,,,
1035,2020-04-13T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1314,200,1514,2406,3920,103,123,764,284,,,4968,72746,,,,,
1038,2020-04-13T17:00:00,ITA,11,Marche,43.61675973,13.5188753,959,108,1067,2013,3080,-34,78,1588,713,,,5381,28379,,,,,
1046,2020-04-13T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,992,225,1217,5040,6257,95,155,615,518,,,7390,80889,,,,,
1047,2020-04-13T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,127,38,165,460,625,-62,1,643,52,,,1320,18740,,,,,
1050,2020-04-14T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,345,52,397,1403,1800,22,32,213,232,,,2245,20935,,,,,
1056,2020-04-14T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1344,199,1543,2479,4022,102,143,789,300,,,5111,74650,,,,,
1059,2020-04-14T17:00:00,ITA,11,Marche,43.61675973,13.5188753,937,106,1043,2052,3095,15,45,1603,728,,,5426,29160,,,,,
1067,2020-04-14T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,1002,225,1227,5125,6352,95,137,637,538,,,7527,82269,,,,,
1068,2020-04-14T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,127,37,164,458,622,-3,1,646,53,,,1321,18956,,,,,
1071,2020-04-15T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,341,44,385,1425,1810,10,29,224,240,,,2274,22500,,,,,
1077,2020-04-15T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1342,196,1538,2509,4047,25,121,874,311,,,5232,75584,,,,,
1080,2020-04-15T17:00:00,ITA,11,Marche,43.61675973,13.5188753,888,106,994,2103,3097,2,77,1660,746,,,5503,30329,,,,,
1088,2020-04-15T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,977,216,1193,5224,6417,65,139,693,556,,,7666,86348,,,,,
1089,2020-04-15T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,122,37,159,423,582,-40,1,686,54,,,1322,20258,,,,,
1092,2020-04-16T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,324,42,366,1484,1850,40,72,253,243,,,2346,23786,,,,,
1098,2020-04-16T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1347,197,1544,2600,4144,97,148,920,316,,,5380,81993,,,,,
1101,2020-04-16T17:00:00,ITA,11,Marche,43.61675973,13.5188753,850,102,952,2172,3124,27,79,1694,764,,,5582,33778,,,,,
1109,2020-04-16T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,940,213,1153,5460,6613,196,277,745,585,,,7943,91651,,,,,
1110,2020-04-16T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,116,33,149,387,536,-46,7,738,55,,,1329,21487,,,,,
1113,2020-04-17T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,319,43,362,1580,1942,92,97,255,246,,,2443,25436,,,,,
1119,2020-04-17T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1332,187,1519,2695,4214,70,144,978,332,,,5524,84755,,,,,
1122,2020-04-17T17:00:00,ITA,11,Marche,43.61675973,13.5188753,839,94,933,2224,3157,33,86,1726,785,,,5668,37997,,,,,
1130,2020-04-17T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,898,207,1105,5478,6583,-30,167,925,602,,,8110,96231,,,,,
1131,2020-04-17T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,111,31,142,352,494,-42,8,786,57,,,1337,22818,,,,,
1134,2020-04-18T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,321,41,362,1609,1971,29,44,263,253,,,2487,27016,,,,,
1140,2020-04-18T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1376,186,1562,2720,4282,68,144,1046,340,,,5668,89553,,,,,
1143,2020-04-18T17:00:00,ITA,11,Marche,43.61675973,13.5188753,804,88,892,2280,3172,15,53,1754,795,,,5721,39909,,,,,
1151,2020-04-18T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,883,198,1081,5389,6470,-113,127,1149,618,,,8237,99903,,,,,
1152,2020-04-18T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,109,32,141,290,431,-63,7,856,57,,,1344,24106,,,,,
1155,2020-04-19T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,317,40,357,1630,1987,16,34,276,258,,,2521,27791,22424.0,,,,
1161,2020-04-19T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1370,185,1555,2766,4321,39,87,1093,341,,,5755,91807,22702.0,,,,
1164,2020-04-19T17:00:00,ITA,11,Marche,43.61675973,13.5188753,799,86,885,2297,3182,10,48,1780,807,,,5769,41474,27099.0,,,,
1172,2020-04-19T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,852,192,1044,5452,6496,26,135,1239,637,,,8372,103975,84620.0,,,,
1173,2020-04-19T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,108,30,138,298,436,5,4,854,58,,,1348,25170,16790.0,,,,
1176,2020-04-20T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,320,38,358,1704,2062,75,91,287,263,,,2612,27942,22552.0,,,,
1182,2020-04-20T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1388,185,1573,2792,4365,44,60,1101,349,,,5815,97823,23067.0,,,,
1185,2020-04-20T17:00:00,ITA,11,Marche,43.61675973,13.5188753,792,80,872,2340,3212,30,57,1792,822,,,5826,42782,28006.0,,,,
1193,2020-04-20T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,850,182,1032,5536,6568,72,135,1272,667,,,8507,105857,85946.0,,,,
1194,2020-04-20T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,113,29,142,282,424,-12,1,867,58,,,1349,25562,17099.0,,,,
1197,2020-04-21T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,318,35,353,1714,2067,5,55,329,271,,,2667,29906,23901.0,,,,
1203,2020-04-21T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1380,184,1564,2838,4402,37,80,1130,363,,,5895,100031,24046.0,,,,
1206,2020-04-21T17:00:00,ITA,11,Marche,43.61675973,13.5188753,784,78,862,2356,3218,6,51,1825,834,,,5877,44332,29090.0,,,,
1214,2020-04-21T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,833,171,1004,5618,6622,54,96,1295,686,,,8603,109925,87717.0,,,,
1215,2020-04-21T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,107,22,129,278,407,-17,4,886,60,,,1353,26639,17873.0,,,,
1218,2020-04-22T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,309,35,344,1764,2108,41,66,349,276,,,2733,30348,24317.0,,,,
1224,2020-04-22T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1384,187,1571,2892,4463,61,80,1142,370,,,5975,104062,25244.0,,,,
1227,2020-04-22T17:00:00,ITA,11,Marche,43.61675973,13.5188753,735,76,811,2419,3230,12,47,1849,845,,,5924,46492,30543.0,,,,
1235,2020-04-22T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,820,174,994,5173,6167,-455,97,1828,705,,,8700,114100,91747.0,,,,
1236,2020-04-22T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,97,20,117,254,371,-36,4,925,61,,,1357,27655,18679.0,,,,
1239,2020-04-23T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,322,31,353,1747,2100,-8,52,405,280,,,2785,31187,24751.0,,,,
1245,2020-04-23T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1385,186,1571,2915,4486,23,79,1193,375,,,6054,111073,26298.0,pd-IT-0016,,,
1248,2020-04-23T17:00:00,ITA,11,Marche,43.61675973,13.5188753,727,71,798,2432,3230,0,28,1865,857,,,5952,47662,31673.0,,,,
1256,2020-04-23T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,791,168,959,5212,6171,4,80,1886,723,,,8780,118177,94426.0,,,,
1257,2020-04-23T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,100,19,119,236,355,-16,5,946,61,,,1362,29011,19627.0,,,,
1260,2020-04-24T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,327,28,355,1724,2079,-21,18,438,286,,,2803,32397,25397.0,,,,
1266,2020-04-24T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1396,184,1580,2912,4492,6,78,1256,384,,,6132,114317,86545.0,,,,
1269,2020-04-24T17:00:00,ITA,11,Marche,43.61675973,13.5188753,705,61,766,2507,3273,43,76,1890,865,,,6028,49163,33113.0,,,,
1277,2020-04-24T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,738,159,897,5236,6133,-38,97,2002,742,,,8877,121336,96180.0,,,,
1278,2020-04-24T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,94,19,113,209,322,-33,1,979,62,,,1363,30524,20733.0,,,,
1281,2020-04-25T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,323,26,349,1712,2061,-18,29,478,293,,,2832,33624,25959.0,,,,
1287,2020-04-25T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1421,183,1604,2957,4561,69,92,1276,387,,,6224,118354,90582.0,,,,
1290,2020-04-25T17:00:00,ITA,11,Marche,43.61675973,13.5188753,689,58,747,2525,3272,-1,30,1912,874,,,6058,50996,34256.0,,,,
1298,2020-04-25T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,687,166,853,5293,6146,13,138,2109,760,,,9015,125495,98753.0,,,,
1299,2020-04-25T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,95,18,113,184,297,-25,3,1006,63,,,1366,31939,21842.0,,,,
1302,2020-04-26T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,324,24,348,1720,2068,7,27,496,295,,,2859,33820,26184.0,,,,
1308,2020-04-26T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1442,161,1603,2970,4573,12,85,1347,389,,,6309,121677,93811.0,,,,
1311,2020-04-26T17:00:00,ITA,11,Marche,43.61675973,13.5188753,668,58,726,2582,3308,36,53,1924,879,,,6111,52063,35107.0,,,,
1319,2020-04-26T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,677,158,835,5234,6069,-77,132,2300,778,,,9147,127394,99751.0,,,,
1320,2020-04-26T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,91,17,108,188,296,-1,2,1008,64,,,1368,32569,22320.0,,,,
1323,2020-04-27T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,328,23,351,1679,2030,-38,15,545,299,,,2874,34176,26443.0,,,,
1329,2020-04-27T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1464,143,1607,2955,4562,-11,83,1433,397,,,6392,124769,95719.0,,,,
1332,2020-04-27T17:00:00,ITA,11,Marche,43.61675973,13.5188753,667,58,725,2585,3310,2,16,1933,884,,,6127,52765,35617.0,,,,
1340,2020-04-27T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,671,154,825,5158,5983,-86,32,2401,795,,,9179,129048,100869.0,,,,
1341,2020-04-27T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,90,16,106,181,287,-9,2,1018,65,,,1370,32823,22492.0,,,,
1344,2020-04-28T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,312,21,333,1657,1990,-40,25,599,310,,,2899,35356,27054.0,,,,
1350,2020-04-28T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1468,132,1600,2962,4562,0,75,1491,414,,,6467,128664,98968.0,,,,
1353,2020-04-28T17:00:00,ITA,11,Marche,43.61675973,13.5188753,666,58,724,2610,3334,24,48,1948,893,,,6175,54313,36650.0,,,,
1361,2020-04-28T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,619,144,763,5133,5896,-87,52,2524,811,,,9231,133617,103891.0,,,,
1362,2020-04-28T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,80,17,97,178,275,-12,9,1039,65,,,1379,33881,23263.0,,,,
1365,2020-04-29T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,309,19,328,1648,1976,-14,24,632,315,,,2923,36614,27703.0,,,,
1371,2020-04-29T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1445,130,1575,2960,4535,-27,78,1579,431,,,6545,133503,103435.0,,,,
1374,2020-04-29T17:00:00,ITA,11,Marche,43.61675973,13.5188753,640,52,692,2655,3347,13,35,1964,899,,,6210,55905,37877.0,,,,
1382,2020-04-29T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,576,139,715,4948,5663,-233,61,2802,827,,,9292,137482,106150.0,,,,
1383,2020-04-29T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,77,16,93,168,261,-14,12,1064,66,,,1391,34937,24079.0,,,,
1386,2020-04-30T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,306,16,322,1593,1915,-61,7,695,320,,,2930,37996,28351.0,,,,
1392,2020-04-30T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1417,115,1532,2936,4468,-67,71,1707,441,,,6616,137596,107497.0,,,,
1395,2020-04-30T17:00:00,ITA,11,Marche,43.61675973,13.5188753,465,48,513,2697,3210,-137,37,2131,906,,,6247,59488,39145.0,,,,
1403,2020-04-30T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,546,126,672,4912,5584,-79,60,2926,842,,,9352,141849,108596.0,,,,
1404,2020-04-30T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,68,16,84,149,233,-28,1,1092,67,,,1392,36459,25317.0,,,,
1407,2020-05-01T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,297,16,313,1598,1911,-4,18,713,324,,,2948,39385,29024.0,,,,
1413,2020-05-01T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1372,105,1477,2969,4446,-22,56,1744,482,,,6672,143804,111988.0,dc-IT-0014,,,
1416,2020-05-01T17:00:00,ITA,11,Marche,43.61675973,13.5188753,413,44,457,2754,3211,1,28,2153,911,,,6275,61241,40123.0,,,,
1424,2020-05-01T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,520,124,644,4729,5373,-211,93,3218,854,,,9445,146456,111349.0,,,,
1425,2020-05-01T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,60,13,73,131,204,-29,1,1121,68,,,1393,37762,26285.0,,,,
1428,2020-05-02T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,303,16,319,1560,1879,-32,16,758,327,,,2964,39916,29308.0,,,,
1434,2020-05-02T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1370,96,1466,2986,4452,6,84,1807,497,,,6756,147078,114761.0,,,,
1437,2020-05-02T17:00:00,ITA,11,Marche,43.61675973,13.5188753,399,46,445,2760,3205,-6,23,2177,916,,,6298,62834,41156.0,,,,
1445,2020-05-02T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,519,118,637,4728,5365,-8,80,3297,863,,,9525,148223,112437.0,,,,
1446,2020-05-02T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,60,13,73,123,196,-8,1,1130,68,,,1394,38072,26463.0,,,,
1449,2020-05-03T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,300,16,316,1552,1868,-11,32,798,330,,,2996,40699,29788.0,,,,
1455,2020-05-03T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1346,95,1441,2944,4385,-67,53,1916,508,,,6809,150912,117796.0,,,,
1458,2020-05-03T17:00:00,ITA,11,Marche,43.61675973,13.5188753,400,43,443,2755,3198,-7,21,2194,927,,,6319,64412,42281.0,,,,
1466,2020-05-03T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,513,112,625,4703,5328,-37,38,3363,872,,,9563,150914,114354.0,,,,
1467,2020-05-03T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,58,13,71,112,183,-13,0,1143,68,,,1394,38823,26973.0,,,,
1470,2020-05-04T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,301,15,316,1521,1837,-31,4,831,332,,,3000,41108,30047.0,,,,
1476,2020-05-04T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1335,95,1430,2955,4385,0,38,1938,524,,,6847,153293,120095.0,,,,
1479,2020-05-04T17:00:00,ITA,11,Marche,43.61675973,13.5188753,389,44,433,2773,3206,8,44,2225,932,,,6363,65398,42838.0,,,,
1487,2020-05-04T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,512,107,619,4660,5279,-49,38,3441,881,,,9601,152447,115065.0,,,,
1488,2020-05-04T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,56,13,69,112,181,-2,0,1143,70,,,1394,39044,27152.0,,,,
1491,2020-05-05T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,289,11,300,1509,1809,-28,25,881,335,,,3025,42489,30835.0,,,,
1497,2020-05-05T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1315,91,1406,2964,4370,-15,67,2010,534,,,6914,157307,122541.0,,,,
1500,2020-05-05T17:00:00,ITA,11,Marche,43.61675973,13.5188753,387,42,429,2790,3219,13,29,2237,936,,,6392,67256,44045.0,,,,
1508,2020-05-05T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,484,111,595,4595,5190,-89,30,3552,889,,,9631,157260,118265.0,,,,
1509,2020-05-05T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,56,11,67,109,176,-5,6,1154,70,,,1400,39998,27822.0,,,,
1512,2020-05-06T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,285,11,296,1495,1791,-18,22,915,341,,,3047,43803,31502.0,,,,
1518,2020-05-06T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1351,91,1442,2991,4433,63,81,2024,538,,,6995,160894,125897.0,,,,
1521,2020-05-06T17:00:00,ITA,11,Marche,43.61675973,13.5188753,353,42,395,2841,3236,17,29,2242,943,,,6421,69037,45026.0,,,,
1529,2020-05-06T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,462,92,554,4534,5088,-102,26,3670,899,,,9657,161553,121066.0,,,,
1530,2020-05-06T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,55,9,64,107,171,-5,4,1163,70,,,1404,41328,28712.0,,,,
1533,2020-05-07T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,263,12,275,1495,1770,-21,25,954,348,,,3072,45021,32186.0,,,,
1539,2020-05-07T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1291,89,1380,2968,4348,-85,39,2143,543,,,7034,165340,130351.0,,,,
1542,2020-05-07T17:00:00,ITA,11,Marche,43.61675973,13.5188753,328,41,369,2878,3247,11,31,2257,948,,,6452,71017,46258.0,,,,
1550,2020-05-07T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,437,91,528,4188,4716,-372,26,4052,915,,,9683,166062,124295.0,,,,
1551,2020-05-07T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,47,9,56,85,141,-30,1,1194,70,,,1405,42788,29708.0,,,,
1554,2020-05-08T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,250,10,260,1453,1713,-57,6,1014,351,,,3078,46103,32619.0,,,,
1560,2020-05-08T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1278,84,1362,2966,4328,-20,52,2209,549,,,7086,169499,133674.0,,,,
1563,2020-05-08T17:00:00,ITA,11,Marche,43.61675973,13.5188753,303,38,341,2897,3238,-9,18,2278,954,,,6470,72504,47092.0,,,,
1571,2020-05-08T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,399,84,483,4109,4592,-124,38,4199,930,,,9721,170296,126752.0,,,,
1572,2020-05-08T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,47,6,53,66,119,-22,1,1216,71,,,1406,44223,30704.0,,,,
1575,2020-05-09T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,246,10,256,1420,1676,-37,8,1055,355,,,3086,47190,33013.0,,,,
1581,2020-05-09T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1277,82,1359,2986,4345,17,47,2235,553,,,7133,174448,137428.0,,,,
1584,2020-05-09T17:00:00,ITA,11,Marche,43.61675973,13.5188753,285,32,317,2913,3230,-8,23,2305,958,,,6493,73965,47827.0,,,,
1592,2020-05-09T17:00:00,ITA,9,Toscana,43.76923077,11.25588885,364,79,443,4005,4448,-144,24,4360,937,,,9745,174596,129382.0,,,,
1593,2020-05-09T17:00:00,ITA,10,Umbria,43.10675841,12.38824698,45,6,51,60,111,-8,1,1225,71,,,1407,45574,31679.0,,,,
1596,2020-05-10T17:00:00,ITA,13,Abruzzo,42.35122196,13.39843823,233,10,243,1428,1671,-5,17,1073,359,,,3103,48110,33876.0,,,,
1602,2020-05-10T17:00:00,ITA,12,Lazio,41.89277044,12.48366722,1265,84,1349,2937,4286,-59,32,2322,557,,,7165,178569,141233.0,,,,
